title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
"Senior Executive, Bancassurance",Etiqa Cambodia,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425078407/,"Responsibilities:
- Drive general insurance sales though bancassurance partner.	
- Support and train bank sale teams on insurance products and processes.	Achievement of the assigned sales and revenue targets.
- Manage and strengthen relationships with bank partner.	
- Assist banks in Quotations, deal closing and customer engagement.	Increase insurance penetration from bank partners.
- Execute sales strategies and bancassurance initiatives.	
- Coordinate with internal teams (Underwriting, Operations, Claims Marketing).	Well-trained and active bank sales team.
- Ensure compliance with underwriting, company policies and regulations.	
- Conduct joint sales activities and follow-ups with bank team.	Timely and accurate policy insurance.
- Monitor sales performance and business pipeline.	
- Handle bank inquiries, service issues and escalation
- Other tasks as assigned
Requirements:
- Bachelor’s Degree in Business Administration, English Communication or equivalent fields.
- Minimum 3 years experiences in as brokers/Agent’s business, financial institution in Insurance industry.
- General insurance experience or knowledge is an advantage.
- - - - - - High level of integrity and ethical standards
How to Apply
Interested candidates are encouraged to apply for this position by sending their CV and Cover Letter to email: jobs@etiqa.com.kh 
Etiqa General Insurance (Cambodia) Plc. embraces fair and transparency employment opportunity to all applicants. With this, we encourage disable individuals and women to apply to all positions being announced.
Note: ONLY shortlisted candidates will be contacted        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior HR Recruitment Officer,Angkor Green Job,"Stueng Mean Chey, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425074359/,"Job Summary
We are seeking a dynamic, strategic, and result-oriented 
Senior HR Recruitment Officer
 to join our growing team at Angkor Green Job in Phnom Penh. In this role, you will be responsible for managing the end-to-end recruitment lifecycle, from talent sourcing and screening to onboarding. You will collaborate closely with hiring managers to identify staffing needs, implement innovative sourcing strategies, and ensure a seamless, positive candidate experience. As a senior member of the HR team, you will also play a key role in employer branding and mentoring junior recruiters.
Key Responsibilities
- End-to-End Talent Acquisition:
 Lead the full-cycle recruitment process for a diverse range of positions, ensuring timely delivery and high-quality hires.
- Strategic Sourcing:
 Utilize multiple channels—including job boards, professional networks (LinkedIn), social media, and local universities—to build a robust pipeline of qualified candidates.
- Stakeholder Collaboration:
 Partner with department heads and hiring managers to understand their specific business needs and define clear, accurate job requirements.
- Screening & Interviewing:
 Conduct initial HR screenings, behavioral interviews, and technical alignment assessments to evaluate candidate competence and cultural fit.
- Offer Management:
 Facilitate the job offer process, including salary negotiations, reference checks, and preparing employment contracts.
- Employer Branding:
 Represent Angkor Green Job at career fairs, networking events, and industry conferences to enhance the company's reputation as an employer of choice.
- Reporting & Metrics:
 Maintain up-to-date applicant tracking systems (ATS) and generate regular recruitment data reports to optimize hiring metrics (e.g., time-to-hire, cost-per-hire).
Requirements & Qualifications
- Education:
 Bachelor’s degree in Human Resources Management, Business Administration, Psychology, or a related field.
- Experience:
 Minimum of 3–5 years of proven experience as a Recruiter or Talent Acquisition Specialist, preferably with exposure to senior or specialized roles in Cambodia.
- Skills:
 * Deep understanding of the Cambodian labor market and local employment regulations.
- Advanced sourcing skills using LinkedIn Recruiter, social media platforms, and ATS software.
- Excellent interview, communication, and interpersonal skills.
- Strong negotiation and decision-making capabilities.
- Language:
 Fluency in Khmer and a professional working proficiency in English         
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior HRIS Officer,Sokha Real Estate,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425068568/,"Senior HRIS Officer is responsible for developing the HRIS system with vendor. He/She will work closely with HR team and vendor to set up and launch HRIS system.
Responsibilities
•      Study the working process of all HR Functions
•      Work with HR team and vendor on system requirements. 
•      Conduct data entry and User Acceptance Testing (UAT). 
•      Serve as the liaison between users and developers. 
•      Identify and resolve system issues promptly. 
•      Provide training to all HR members and related departments on system usage. 
•      Maintain HRIS documentation, including user guides and process manuals.
•      Provide insights through data analysis and interpretation of HR metrics
•      Collaborate with HR, IT teams and vendors to optimize HRIS functionality and streamline HR processes
•      Collaborate with HRIS vendors to address system issues, implement updates, and optimize performance or enhancement as needed
Qualifications
- Bachelor’s Degree of Human Resources, Mathematics, Business, Data Analytics, Information Technology, or related fields
 - At least 3-5 years of experience in Human Resources-related field
 - Demonstrate proficiency in leveraging digital tools and technologies 
 - Proficiency in HRIS software, databases, and reporting tools
 - Proven problem-solving skills to address challenges related to HRIS and process optimization
 - Proven track record in managing projects related to system creation, implementations, and process improvements
 - Good communication and report presentation skill
 - Advanced proficiency in MS Office Suite and other relevant software applications
 - Strong command of both Khmer and English languages        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Internal Auditor,"Qoosi (Cambodia) Co., Ltd","Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425065323/,"Role Description
 
- Plan and conduct internal audit assignments for all departments.
- Perform audits on: Operations, Sales & Marketing. HR & Compliance and Finance & Accounting.
- Identify control weaknesses, operational inefficiencies, and compliance issues.
- Prepare audit reports with findings, risk assessments, and recommendations.
- Follow up on corrective action plans and ensure implementation by concerned departments.
Qualifications
- Bachelor’s degree in Accounting, Finance, Business Administration, or related field.
- At least 2 years of experience in Internal Audit.
- Experience auditing multiple departments including Operations, Sales & Marketing, HR Compliance, and Finance.
- Strong knowledge of internal control principles and audit procedures.
- Good understanding of compliance and risk management practices.
Working Condition
- - - Lunch Provided        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Logistics Rep (Chinese),Red Orange (Jobs updating),"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425088693/,"Dear Our Valued Connections,
Red Orange's Client, a reputable company in the Logistics industry, is looking for a Representative to support and expand its business operations in Cambodia.
- Working Location: Cambodia
- Salary: Negotiable
Who We Are Looking For
We welcome candidates with at least 3 years of experience in Logistics, especially in Sales, Customer Service (CS), or Operations roles. Candidates who understand the Cambodian market and can communicate effectively in Chinese (Mandarin) will be highly preferred.
Key Responsibilities
- Develop and maintain relationships with local customers and business partners in Cambodia.
- Explore new business opportunities and support the growth of logistics and freight forwarding services.
- Coordinate with customers, agents, and internal teams to ensure smooth operations and service quality.
- Monitor market trends, customer demands, and competitor activities in the Cambodian market.
- Act as the key liaison between Cambodia and the headquarters/regional teams.
- Support local business development and market expansion initiatives.
Job Requirements
- Minimum 3 years of experience in Logistics, preferably in Sales, Customer Service, or Operations.
- Good understanding of the Cambodian logistics market and local business environment.
- Fluent in Chinese (Mandarin); English is an advantage.
- Strong communication, coordination, and problem-solving skills.
- Able to work independently and represent the company in Cambodia.
- Willing to travel when required.
Benefits
- Competitive salary package and attractive incentive scheme.
- Opportunity to work in an international logistics environment.
- Career development opportunities within a growing organization.
For further information:
Ms. Irene Huong
Call/Zalo: 0966 310 507
Email: cityhunter@redorange.com.vn
We welcome suitable candidates and referrals. Thank you!        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Senior Manager, Public Relations",Wing,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425212360/,"Senior Manager, Public Relations is responsible for developing and executing public relations strategies that enhance the bank's reputation, strengthen stakeholder relationships, and support business objectives. Working closely with the Director of Public Relations, the role manages media relations, corporate communications, reputation management, crisis communications, and public engagement initiatives to promote the bank's brand and maintain a positive public image.
JOB RESPONSIBILITIES:
- Manage day-to-day public relations activities and media engagements.
- Recommend communication strategies and messaging to the Director of Public Relations.
- Coordinate with external PR agencies and service providers within approved budgets and guidelines.
- Develop and implement PR campaigns aligned with the bank's corporate and marketing strategies.
- Support the Director of Public Relations in executing communication plans that strengthen brand awareness and public trust.
- Identify opportunities to promote the bank's products, services, achievements, and corporate initiatives through earned media.
- Build and maintain strong relationships with journalists, editors, media organizations, and industry influencers.
- Prepare and distribute press releases, media advisories, statements, and other communication materials.
- Coordinate media interviews, press conferences, and media briefings for senior management.
- Monitor media coverage and provide regular reporting and analysis.
- Develop internal and external communication materials, including speeches, talking points, executive messages, newsletters, and corporate announcements.
- Ensure consistent messaging across all communication channels.
- Collaborate with marketing, business units, and senior leadership to communicate key initiatives effectively.
- Monitor public perception and media sentiment regarding the bank.
- Identify potential reputational risks and recommend proactive communication strategies.
- Assist in managing issues and crisis communications to protect the bank's reputation.
- Monitor public perception and media sentiment regarding the bank.
- Identify potential reputational risks and recommend proactive communication strategies.
- Assist in managing issues and crisis communications to protect the bank's reputation.
- Collaborate with digital marketing teams to ensure public relations messaging is effectively integrated across digital platforms.
- Monitor online discussions, social media trends, and public sentiment related to the bank.
- Support content development for corporate websites and social media channels.
- Measure and evaluate the effectiveness of PR campaigns and media coverage.
- Prepare periodic reports on media performance, public sentiment, and communication outcomes.
- Maintain media databases, communication records, and PR documentation.
JOB REQUIREMENTS:
- Master's degree or Bachelor's degree in Public Relations, Communications, Journalism, Marketing, Business Administration, or a related field.
- Minimum 4 years of experience in public relations, corporate communications, media relations, or related fields.
- Experience in banking, financial services, or regulated industries is preferred.
- Proven track record of managing media relations and corporate communications initiatives.
- Strong written and verbal communication skills.
- Excellent media relations and networking abilities.
- Strong stakeholder management and interpersonal skills.
- Crisis communication and reputation management expertise.
- Strategic thinking and problem-solving capabilities.
- Ability to manage multiple projects and deadlines simultaneously.
- Strong analytical skills to track PR metrics, media values and campaign ROI for executive reporting
- Proficiency in Microsoft Office and media monitoring tools.
- Understanding banking regulations and financial industry communications practices is an advantage.
APPLY NOW:
Interested candidates are invited to send a cover letter and CV to Wing at: 
dalin.chey@wingbank.com.kh        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Mobile and Web QA Tester (1 Position at Head Office in Phnom Pe...,CAMMA Corporate Learning and Development Center,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4421921057/,"Roles & Responsibilities
This position is responsible for ensuring a high quality product is delivered to ABA customers, and takes proactive measures while working with other teams to detect problems before they reach the end-users.
The person who succeeds in this role is a problem solver who leaves no stone unturned and is comfortable troubleshooting hardware, web and mobile applications alike.
As senior QA tester you will test the software as first user in a systematic way for bugs in the system and issues related to user interface.
Responsibilities
You will work closely with developers, designers and product owners to understand features and implement robust, comprehensive test plans to verify functionality of apps and web solution. The basic roles and responsibilities of Senior Mobile and Web QA Tester includes:
- Controls and manages daily test activities
- Assisting developers in creating detailed application test plans
- Perform testing on the products: functional testing, Load testing, exploratory testing, etc…
- Analyzing the software’s performance against the designer’s intentions
- Take ownership of product quality and readiness for every product release
- Assists in set-up and maintenance of test lab.
- Continuous improvement on the Quality assurance process and tool within the department
- Clear and effective communication of issues to developer or third party
- Provides reports to management as required
Job Requirements
- Bachelor’s Degree in computer science
- 2-3 years of professional experience with Android app development
- Strong knowledge of Android SDK, Android Studio, Eclipse
- Experience with offline storage, threading, and android fragmentation.
- Familiar with material design guideline
- Have published at least one Android app
- Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
- Passionate about learning new technology
- Solid understanding of the full mobile development life cycle
- Good oral communication and written documentation skills
- Good time management and self-discipline
- Ability to work independently with minimal guidance
- Knowledge with development tool chain such as JIRA, Jenkin, GIT, BitBucket, TestFairy
How To Apply
Interested and qualified applicants should submit only your updated covering letter and CV stating the position you apply for with current photo (4x6) through our E-mail: recruitment@ababank.com
Note: 
For more vacancies please visit our website: www.ababank.com if the above job advertisement doesn’t meet your career goal.
Company Description
ABA Bank is one of Cambodia's premier banking institutions founded in 1996 as the Advanced Bank of Asia Limited. ABA Bank is now a multi-branch network universal commercial bank offering a full range of products and services to all Cambodians. Here at ABA Bank we are always looking for Competence and Ambition candidates to join our team.
                
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Officer of IT Security for Vulnerability Assessment - 01Post.,CAMMA Corporate Learning and Development Center,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4421910859/,"Roles & Responsibilities
- Conduct Vulnerability assessments for endpoints (ATM, Server), networks, firewall, and applications.
- Produced reports of findings, and worked cooperatively with relevant team to implement remedial measures.
- Use automated tools (e.g. Nessus, Rapid-7, Qualys) to pinpoint vulnerabilities and reduce time-consuming tasks.
- Develop, test and modify custom scripts and applications for vulnerability testing.
- Use offensive tool sets including kali-Linux, Metasploit, burp-suite, intercepting proxies etc. to perform manual testing.
- Perform basic application testing (automate tool, manual exploitation) by using common attack vectors.
- Manually validate report findings to reduce false positive.
- Write and present, communicate the vulnerability assessment report with all related stakeholders.
- Perform other task as assigned by supervisor or Management.
Job Requirements
- Bachelor’s degree in computer science, computer information systems or equivalent field.
- At least 2 years’ experience in information technology.
- Ability to maintain critical thinking and composure under pressure.
- Good understanding of network, System concept and technology.
- Ability to convey complex concepts to non-technical constituents.
- Proficiency in oral and written Khmer and English.
- Ability to work in team, learning and self-development attitude.
- Basic project management experience and/or knowledge.
- Good understanding of windows Server/Client OS and/or Linux OS hands-on experience.
- Good knowledge of network protocols (TCP/IP stack) and corporate IT infrastructure.
- Hold any certification such as CompTIA Security+, SSCP, eJPT is preferred.
How To Apply
- Interest candidate, please submit us your Application Form or CV (attached with National ID Card or Birth Letter) via email: career@hatthabank.com or our nearest branches or Telegram 069 222 800 / 086 354 354 / 069 720 169.
Company Description
Hattha Bank Plc. is a leading bank in Cambodia, licensed by National Bank of Cambodia. Having been operating for more than 25 years with MDI status in the market, with its rapidly success, Hattha Bank has transformed its status from MDI to commercial bank in 2020, and continue providing diversified financial services to individual and SME businesses; and jump into retail consumer financial market and corporate customer in urbanities through its 177 branches and 129 ATMs (24/7) nationwide. As December 2019, HKL deposit balance stood at USD 599 million with 259,720 depositors, while credit portfolio accounted for USD 1,051 million with 168,889 borrowers.Hattha Bank is a subsidiary of Bank of Ayudhya (Krungsri), the fifth largest commercial bank in Thailand, and a member of MUFG Bank, the Japan’s largest banking group, and one of the largest and most diversified financial groups in the world.
                
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Small Business Loan Officer - Level 2,ABA Bank,"Sihanoukville, Preah Sihanouk, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4409780430/,"Job Purpose
To process and analyze small business loan application by conducting credit investigations, scoring, credit checking and other underwriting activities in order to ensure good lending and loan quality of the branch as well as to coach, mentor and train less experienced Small Business Loan Officers and new comers to ensure all operational support and lending functions are accurately performed in accordance with the Bank’s small business loan policies as well as adhere to the government and NBC regulations.
Location
Preah Sihanouk Provincial Branch 
Major Areas of Responsibility
- Solicit both potentially existing and new clients in accordance with the guidelines stated in the small business loan policies and procedures to ensure the secured loans;
- On-board new small business loans to ensure delivery of disbursement target;
- Explain to clients the different types of loans and credit options that are available, as well as the terms of those services for further cross-selling;
- Collect all clients’ required documents for loan application to ensure their eligibility for having it approved;
- Conduct credit investigation to analyze applicants’ financial status, credit, property evaluations, repayment capacity to determine feasibility of granting loans;
- Gather valid applicants’ financial records by obtaining and compiling copies of clients’ credit histories, corporate financial statement and other financial information in order to prevent them from being conned;
- Conduct a site visit during loan assessment process to obtain in-depth information concerning to the purpose of customer’s loan application and ensure sufficient and acceptable loan security; 
- Make the regular site visits to existing customers in order to determine whether the loan should stay the same or be downgraded due to the actual condition of their loan collateral and/or financial situation as well as to develop relationship with customers for further cross-selling;
- Follow up delinquent client immediately and refer such case to the supervisor in order to proactively handle the branch loan portfolio; 
- Process registration of title deeds at local authority and land office to acquire the legal evidence of client’s ownership rights of the property;
- Stay abreast of new types of loans and other financial services and products to better meet customer needs;
- Handle complex customers’ issues whenever Small Business Loan Officers could not by remaining calm and executing the excellent customer service principles to find an amicable solution for all;
- Resolve team routine and complex issues to maintain productivities and morale;
- Act as a role model within the team to question, listen and give actionable feedback carefully in order to create a productive work atmosphere towards “speak up culture”.
Qualifications
- Bachelor’s degree in finance and banking, accounting or any relevant field;
- Minimum two years of working experiences in banking and financial services industry with a strong track record in granting loans.
- Excellent knowledge of the bank branch operations, rules and regulations, laws, granting loans, and credit risk management;
- Ability to use and communicate in both Khmer and English;
- Proficient Microsoft Office and Bank’s software;
- Good sales and customer services skills;
- Good math skills and ability to spot numerical errors;
- Good problem solving, negotiation and interpersonal skill;
- Strong dedication to accuracy and efficiency.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Senior Tax Accountant,Nine Dynasty Marketing,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425094453/,"Job Title: Tax Accountant / Senior Tax Associate (Mandarin Speaking)
Location: Makati City
Salary: Negotiable
Headcount: 1
Job Summary
The Tax Accountant / Senior Tax Associate is responsible for supporting the organization’s tax compliance, reporting, and advisory functions. The role ensures accurate and timely submission of tax requirements, assists in financial reporting, supports clients with tax-related concerns, and coordinates with internal teams and government authorities to ensure full regulatory compliance.
Key Responsibilities
Support the Tax Team in the preparation and submission of regular tax compliance requirements.
Prepare trial balance schedules and supporting documents for annual financial reporting.
Assist clients with tax-related inquiries and provide accurate and timely responses.
Monitor, interpret, and advise management on the impact of new and updated tax laws and regulations.
Coordinate and liaise with government tax authorities regarding audits, inquiries, and compliance issues.
Review, supervise, and guide the work of accounting staff and junior tax accountants to ensure accuracy and compliance.
Assist in handling Letter of Authority (LOA) tax cases, including documentation, coordination, and audit support.
Qualifications / Requirements
Willing to work onsite from Monday to Saturday.
With experience in people management, handling at least 3 or more personnel in a supervisory role.
Must be able to communicate in Mandarin (spoken and written preferred).
Strong work ethic, professionalism, and good behavior are required.
Bachelor’s degree in Accountancy, Finance, or related field.
Experience in tax compliance, accounting, or audit is an advantage.
- Strong attention to detail and analytical skills.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Specialist, Digital Marketing",Khmer Beverages,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4421442956/,"The ideal candidate will be responsible for growing revenue through digital media through designing and executing marketing campaigns. After campaigns have been launched, you will extract and analyze data across multiple channels. 
 
Responsibilities
- Maneuver digital marketing campaigns through all areas of the project life cycle 
- Clearly understand and implement digital marketing campaigns which fit client needs 
- Provide analytical reporting of campaigns to stakeholders
Qualifications
- Bachelor's degree or equivalent 
- Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc.) 
- Experience with SEO and SEM Strong written, verbal and collaboration skills        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Supervisor, HR Data Analytics",Amret MFI,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425054922/,"About AMRET
Job Summary 
Responsible for leading the development and delivery of accurate and insightful human resource reports and data analytics to support strategic decision-making, the role oversees the data collection, analysis, and interpretation of HR metrics related to workforce planning, headcount, turnover, diversity, compensation, and employee engagement, and serving as administrator to support and solve HR system issue.
Job Description
- Design and develop HR dashboard based on business needed; 
- Understand HR processes and able to recommend the HR reporting or dashboard that require for HR operation; 
- Ensure reports are used-friendly and accessible to relevant stakeholders by providing clear user guideline; 
- Improve dashboard functionality based on user feedback and evolving business needs; • Documented the data formula and maintain user access right of the related reports; 
- Perform as HCM administrator to manage the system functionalities and related administration part; 
- Collaborate with IT and HR process owner to improve system functionalities and data flow; 
- Report and raise the incident and/or change request by coordinate with IT and system vendor to provide issue resolution; 
- Manage & Documentation of HCM user manual/guide, user access right by closely work with process owner/IT security to stay up-to-date and comply with internal policy; 
- Validate HR data across systems to maintain consistency; 
- Update tool for personnel budget calculation based on the HC template and the change of benefits from time to time; 
- Prepare the calculation on personnel budget for mid-term and annual projection; 
-  Prepare the breakdown budget calculation by branch / department upon budget approval from management; 
- Monitor and analyse personnel cost projection vs actual expense, to ensure that the actual payment is align with the approval budget and/or additional approval; 
- Prepare regular or ad-hoc HR reports for Risk, Audit, lender, NBC and related team as timely manner; 
- Prepare related payroll report as assigned by manager; 
- Perform other tasks as assigned by line manager.  
Qualifications
- Degree in Human Resources, Business Administration, Data Analytics, Information Systems, or a related field; 
- Two years’ experience in HR operation which able to understand HR processes; 
- Two years of experience in HR reporting, HCM management, or data analysis within an HR ;
- Proficiency in Microsoft Excel, including advanced functions (pivot tables, VLOOKUP, Power Query, etc.);
- Strong command of Power BI for dashboard creation, data modelling, and visualization; 
- Experience in designing and developing dashboards using Power BI or similar data visualization tools.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Support Engineer-CCTV (Night Shift),ONLINE ISP Cambodia (Official),"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425085254/,"Job Title:
 Support Engineer-CCTV (Night Shift) 
Company:
 COGETEL Ltd. (ONLINE) 
Location:
 Phnom Penh HQ (Office-Based) 
Job Type:
 Full-time (Fixed Shift / Rotation) 
About the Role
Are you looking for a stable, routine-driven technical role with a reliable schedule? COGETEL Ltd. (ONLINE) is seeking a
 Support Engineer 
to join our team. 
This is primarily an office-based monitoring role focused on maintaining the steady daily operations of our internal monitoring platforms and connectivity. If you are a practical, hands-on technician who excels at steady monitoring routines and values a long-term, predictable working environment, this position is a perfect fit for you. 
What You Will Do:
- System Monitoring:
 Maintain a steady watch over internal video feeds and automated system status alerts (Nagios/Cacti) during your assigned shift. 
- Routine Support:
 Respond systematically to basic network disconnects, device offline statuses, and basic troubleshooting requests. 
- Hardware Maintenance:
 Help configure, set up, and clean basic IP cameras, NVR units, network switches, and computer equipment. 
- Documentation & Handovers:
 Assist in keeping everyday tech logs up to date and provide quick, clear shift status updates to the IT Admin Manager. 
What We Are Looking For:
- Education:
 Associate’s or Bachelor’s degree in Information Technology, Computer Science, or any related basic technical field. 
- Core Knowledge:
 Good foundational understanding of computer hardware, Windows/Linux operating setups, and basic network cables (routers, switches). 
- Key Skills:
 High patience for routine monitoring, strong attention to detail, and a reliable, dedicated work ethic. 
- Shift Availability:
 Fully comfortable and willing to work a dedicated operational schedule, including evening and night shifts. 
- Language:
 Functional communication skills in Khmer and basic English to complete shift logs and technical forms. 
What We Offer:
- A steady, secure, and long-term career path within an established telecommunications company. 
- A structured, straightforward daily workflow with zero complex project management stress.
- On-the-job guidance from our internal network engineering teams to keep your skills sharp. 
How to Apply:
📩 Ready for a stable tech role where you can grow long-term? Send your updated CV directly to our HR team or apply here!
#ITJobs #CCTVSupport #TechAssistant #NightShiftJobs #PhnomPenhTech #JobOpportunityCambodia        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Tax and Accounting Supervisor,Laborcon Cambodia,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425048303/,"Company Description
Laborcon Cambodia specializes in providing comprehensive support to businesses with services such as company registration, labor law consultation, human resources, visa extensions, work permits, hiring talents and audit support. As a trusted agency, we aim to make regulatory processes seamless while offering expert guidance tailored to meet our clients' needs. Our focus is on ensuring businesses operate efficiently and stay compliant with local regulations.
Role Description
This is a full-time, on-site role for a Tax and Accounting Supervisor, based in Chroy Chongva (6A). The role involves supervising and preparing financial statements, managing tax and financial reporting, and ensuring compliance with local financial regulations. The individual will oversee financial systems, provide support with accounting software, and assess financial data to inform decision-making processes. Additional duties include guiding team members and collaborating with internal and external stakeholders to meet organizational goals.
Qualifications
- Proficiency in Accounting Software and Financial Reporting
- Strong capabilities in preparing and analyzing Financial Statements
- Background in Finance and solid Analytical Skills
- Knowledge of local tax regulations and compliance requirements
- Excellent organizational and leadership skills to guide teams effectively
- Bachelor's degree in Accounting, Finance, or a related field
- Professional certification such as CPA or equivalent is a plus
- Prior supervisory experience in accounting or financial roles is advantageous        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Unit Manager of Card and e-Payment for Dispute and Fraud - 01Post.,CAMMA Corporate Learning and Development Center,"Phnom Penh, Phnom Penh, Cambodia",2026-06-07,https://www.linkedin.com/jobs/view/4421910118/,"Roles & Responsibilities
- Develop Dispute & Fraud procedure, guideline and manual for card and e-Payment related Digital Products & Services such Visa Cards.
- Manage in solving customer inquiry or complaint of financial/non-financial of card and e-Payment related Products/services such Visa Cards.
- Manage daily dispute transaction and fraudulent related.
- Develop the necessary material and provide training/refreshment to branches and other related departments existing/new Card and e-Payment Products/services solution.
- Support and propose continuous process/system improvement initiatives across the dispute teams such as root cause analysis, error prevention solutions.
- Perform business analytics and provide actionable reporting to assist in efficient and accurate fraud processing.
- Maintain strong domain knowledge about dispute and fraud.
- Have a strong understanding of Risk operational processes.
- Responsible for the prevention and detection of potential fraud across all payment channels.
- Identify fraud patterns through the monitoring of card’s transaction, merchant’s transaction, and high-risk countries.
- Contribute to the creation of fraud rules by providing analytical data to support decisions to mitigate fraud.
- Review all alerts from external sources, including VIA VAAVRM, CAMS, VCAS etc. and ensure that appropriate actions are taken to mitigate fraud lost.
- Provide support to the Operational and Business units of the organization on fraud related matters.
- Regularly prepare reports for the bank’s Risk Management Organization related to Cards.
- Collaborate with analysts, operations, data scientists and engineering to improve our fraud prevention mechanisms, processes and tools.
- Participate in training on Digital Products & Services policy and procedure.
- Participates the investigation of fraud, reconciliation, dispute case and provide the recommendation.
- Regularly reports daily, weekly, monthly, yearly to managements.
- Own the responsible for all compliance related to scheme card rule, and regulatory procedure.
- Perform other task as assigned by management.
Job Requirements
- Bachelor degree in banking & finance or related field.
- At least 5 years’ experience in card & e-payment finance management at bank and/or MFIs.
- Managing and handling Visa Dispute & Fraud on VROL, handling VAAVRM, CAMS, VCAS.
- Good at solving complaint skills, Influencing and negotiation skills and good time management skills and ability to multi-task.
- Be able to communication in English language and good presentation/training skill.
- Be available to travel to rural areas and work independently, organized, creative and attentive to details.
- Computer literacy in Microsoft Offices, Excel and email.
- Good integrity, positive attitude, helpful, high commitment, competence and motivation.
How To Apply
- Interest candidate, please submit us your Application Form or CV (attached with National ID Card or Birth Letter) via email: career@hatthabank.com or our nearest branches or Telegram 069 222 800 / 086 354 354 / 069 720 169.
Company Description
Hattha Bank Plc. is a leading bank in Cambodia, licensed by National Bank of Cambodia. Having been operating for more than 25 years with MDI status in the market, with its rapidly success, Hattha Bank has transformed its status from MDI to commercial bank in 2020, and continue providing diversified financial services to individual and SME businesses; and jump into retail consumer financial market and corporate customer in urbanities through its 177 branches and 129 ATMs (24/7) nationwide. As December 2019, HKL deposit balance stood at USD 599 million with 259,720 depositors, while credit portfolio accounted for USD 1,051 million with 168,889 borrowers.Hattha Bank is a subsidiary of Bank of Ayudhya (Krungsri), the fifth largest commercial bank in Thailand, and a member of MUFG Bank, the Japan’s largest banking group, and one of the largest and most diversified financial groups in the world.
                
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
